index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
DAN QIAO,0.56687915,0.6137491,0.38428015,0.04217275,0.4453546,-0.09072793,0.2845569,-0.37515187,-0.10841055,0.26568758,-0.71211416,-0.0438365,-0.7787065,-0.56821203,-0.017478386,0.26135513,-0.70953643,0.09960629,-0.65481895,0.14795355,0.3989965,0.04625524,-0.24748372,-0.35147116,-0.70615685,0.18153068,-0.86419433,0.8100503,0.506678,-0.28245956,-0.48722556,-0.2051106,0.23164763,0.24482001,0.47778043,-0.4291042,-0.20992899,-0.9185698,-0.040260505,0.18146947,0.27359495,-0.579901,0.46887752,0.80924386,0.63559395,-0.14106081,0.35243234,-0.07985592,-0.08308878,-0.75323343,-0.10193544,-0.095423244,-0.13838124,0.16850165,0.08553938,0.034629844,0.24158154,-0.6932911,-0.30064926,0.007402695,-0.009791995,0.1864403,-0.000765349,0.22947845,0.66237,0.63730603,-0.21655396,-0.26283923,-0.9499868,-0.18562618,-0.44551963,0.26952928,0.58877265,-0.13673504,0.3979486,0.18459159,0.100855224,-0.17061459,0.15172666,-0.110363565,-0.46269014,-0.014742526,0.008459176,0.024966143,0.5246461,1.0244657,-0.1802215,-0.69957715,-0.09131286,-0.22988261,-0.44763806,-0.63681877,-0.060881432,0.43578532,0.39553496,0.13326082,0.060874354,-0.34307492,-0.2790318,-0.5474213,-0.22514595,0.26707476,0.27156413,0.21119201,0.15135518,0.42431542,-0.029390823,0.20274018,0.06690323,0.102506146,-0.072775654,0.04681595,0.24102482,0.3437014,0.66865104,-0.22415376,-0.418329,-0.015457588,0.38979077,0.1063735,0.004736688,-0.0034247595,0.08926826,-0.18865532,-0.16965558,-0.10327365,-0.024088874,0.3957117
DANICA R. SCOTT,0.5576141,0.08281006,0.3444576,-0.27617264,0.10014572,-0.02705773,0.092404,-0.40588906,0.24950239,0.10101519,-0.36632088,0.35175398,-0.37087908,-0.33558002,-0.28036338,0.86057067,-0.0040352643,0.1681656,-0.0035645461,0.7772923,1.2555741,0.5803057,-0.31321466,-0.18736118,-0.6654004,0.08500634,0.022079345,0.52843344,0.2478593,0.04536454,0.14243907,0.037097808,0.39284173,-0.34599268,0.33109152,0.4262827,-0.60747635,-0.052171893,-0.035907988,0.010786274,-0.123903446,0.13900104,0.017523548,-0.18338273,0.40443373,-0.19385104,0.3937888,0.17912939,0.3186724,-0.39918736,-0.032903437,-0.3139708,0.19112402,-0.17625093,-0.19599816,-0.53067476,0.45292714,-0.304891,-0.23968692,0.65244323,-0.176247,-0.13746347,-0.11374846,0.2604795,0.6657883,0.0521045,-0.042077526,-0.62812436,-0.22272305,-0.35049915,-0.273552,0.19043292,0.078530215,-0.21220797,-0.36088836,0.05157856,-0.2122794,0.033985183,0.3307613,0.24498317,0.13245502,0.55342263,-0.35741478,0.60098475,-0.49308988,0.5257311,-0.029005567,-0.2833705,0.34740394,0.0026484674,-0.124215454,0.28975946,-0.26998806,0.45510724,0.100145936,0.059347447,-0.8574511,-0.18774086,-0.3009015,-0.03400359,-0.28458655,-0.25499415,0.6260105,-0.11656176,0.27738428,0.17352316,0.05089326,0.0065707513,-0.443337,-0.22087386,0.03952369,-0.0144427875,0.39278376,0.2404427,0.28655687,-0.24600297,0.020481681,-0.110352986,0.54419225,0.14600682,0.07129522,0.10880544,-0.33009905,-0.3098183,0.031525902,-0.16326372,-0.24770166,-0.02398322
DANIEL BÜSCHER,0.90727687,0.54188585,-0.3657443,-0.05043258,0.017810758,0.35772905,0.3202563,-0.16356087,0.4871857,-0.014710166,-0.40792477,-0.20305279,-0.11564868,0.020011997,-0.8499933,0.6842187,-0.9012353,-0.17394757,-0.44633842,-0.15865618,0.4118935,0.38021725,-0.4065695,-0.55430704,-0.19935495,0.1846213,-0.5543999,0.83190155,-0.0829498,-0.23136975,-0.5174718,0.05171053,-0.0042170472,0.10535741,0.35411292,0.16797608,-0.38298258,-0.079961345,0.0083849,0.07675155,-0.32150695,-0.29993784,0.120812744,0.01391947,0.61791027,0.1554392,0.7127371,-0.26739103,-0.12719758,-0.20808068,0.25762996,-0.7199062,-0.08218586,-0.19170822,-0.05200088,0.40278316,0.0393664,-0.15406094,-0.13270395,0.6383236,0.05441526,0.29564902,0.09441096,0.4154487,0.13201755,-0.06834182,0.21987376,-0.36555806,-1.0177313,0.12303704,-0.20259005,0.11792032,0.30794632,-0.26003045,0.66741115,0.16497481,-0.3525582,0.31575564,0.5212964,0.0471181,-0.74475706,0.5767017,-0.55612993,-0.084484845,0.3127556,0.5329656,0.2460957,-0.65678734,0.4937196,-0.10175664,-0.11919967,0.34439036,-0.6381139,0.29216936,0.027720671,-0.16548567,-0.45845056,-0.605348,-0.55804044,0.26694858,-0.11161461,-0.20115775,-0.06582255,0.13146096,0.49509314,-0.19157997,-0.43438992,0.3357371,-0.6125254,-0.27955893,0.043048527,-1.1561885,-0.05232095,0.4724473,0.58509594,0.52573013,0.29953787,-0.26801,0.19863647,-0.3448727,-0.011775087,-0.27605173,-0.07490376,0.09379313,0.32089558,0.6336025,0.03873959,0.7106284
DANIEL CER,0.914509,-0.46347624,-0.43231502,-0.36512047,0.67270386,-0.08108536,0.014740957,-0.35399944,-0.0604104,0.1110045,-0.07372687,-0.24214548,-0.6149888,-0.17125194,0.29329097,0.48689392,-0.427559,-0.0002556435,-0.34588376,-0.16074167,1.107176,0.0214352,-0.63644403,-0.3950076,-0.81816673,0.2460453,0.36849287,0.56600815,0.689979,-0.6081814,-0.29691163,0.15755616,0.19255285,-0.05428698,0.3153504,-0.42085153,0.0985931,-0.39927286,-0.4753548,0.8301476,-0.11144862,0.08275128,0.08415255,0.31574404,0.40450343,-0.11006809,-0.2741471,-0.106807284,0.29671824,0.22732013,-0.38013905,-0.25002876,-0.42088372,0.062192723,-0.7671098,-0.10422078,0.33446446,-0.5936863,-0.29390895,0.5755175,-0.04986071,-0.083451904,-0.25027582,0.3784988,0.6645313,-0.058724564,0.51127905,-0.80137837,-0.61096835,0.3975158,-0.38138688,-0.07012286,0.12134692,-0.003894033,-0.10554069,0.4519834,0.11351346,-0.08510539,0.40058154,-0.19662659,-0.4576461,0.10419171,0.10182444,0.48071346,-0.2798933,0.4527738,0.5568508,0.296469,0.16154593,0.20383626,-0.28277013,-0.051134747,-0.84758556,0.03469613,0.113763355,-0.356312,0.13305895,0.035005674,-0.5076078,0.39121106,0.025404967,0.034855727,-0.00815233,-0.19629723,0.5444512,-0.21646824,-0.24968643,-0.38393316,0.1475643,-0.27231154,0.063123375,-0.75645727,0.07232987,0.17924179,0.15569286,0.5787634,-0.27625012,-0.39055908,0.33471382,0.28466505,0.3122647,-0.28642017,0.23483552,0.5693121,-0.11240236,-0.43632698,0.09619333,-0.25183237
DANIEL DE LAS HERAS,0.53747386,0.33543625,0.6772514,0.06964292,0.2811269,0.36727133,0.26541427,-1.2089286,-0.13785599,-0.1201581,-0.36212042,-0.37889823,0.32987761,-0.0229501,0.53668725,0.32759055,-0.78422165,-0.109470285,-0.11525399,0.17743923,1.0060903,0.3015282,-0.32765904,-0.98740935,-0.56203175,0.13008407,-0.11503353,0.032175455,0.21634465,-0.24534012,-0.047679268,-0.3475895,0.029424598,0.37501702,0.8856899,-0.06413381,0.043700777,-0.79590756,0.4411515,-0.06241542,0.10228042,0.21451516,0.48903728,0.12162062,0.034120776,-0.10334347,-0.11814616,-0.89540577,0.010563668,-0.08254857,0.20230028,-0.028748957,-0.4423506,0.29534245,-0.10435259,-0.12456401,0.4847619,-0.7893798,-0.65151,0.04274116,-0.67628896,0.26329002,0.3236818,-0.22975805,0.8687739,0.30939725,0.86901534,-0.40430307,-0.6347259,-0.14213747,0.35399637,0.8264111,-0.33737606,-0.40930668,0.29341125,0.10896364,0.20673662,0.4563698,0.029269058,-0.18421073,-0.460958,0.28325477,-0.104730055,0.30436957,-0.24233687,0.5755819,-0.18523936,0.15855679,0.2960757,-0.3970538,-0.5734211,-0.15662181,0.14080207,0.2754094,0.31527016,0.54315096,-0.4187951,-0.3452298,-0.41589355,0.11746324,-0.089050144,0.38781226,0.5820002,0.38072032,0.10387536,0.077767536,-0.998293,0.19449952,0.1257206,0.018059367,0.57232934,-0.51257443,0.20864604,0.28445777,0.27452987,-0.4381967,0.3972872,-0.01170121,0.64230734,-0.49733773,0.114783,0.43211684,-1.020735,-0.14415297,-0.0007940704,-0.2719699,-0.20067662,0.11661854
DANIEL ENGELSMAN,0.50608593,0.28017154,0.15460983,-0.24253465,0.51719415,0.101550475,0.17488335,-0.38997054,0.20757718,-0.0043651774,-0.20542677,-0.03727046,-0.35294694,-0.10897411,0.040092148,0.74765784,-0.6494977,-0.04162231,-0.48061553,0.2721655,0.8043419,0.43877503,-0.45239213,-0.36716744,-0.38790897,0.06422317,-0.4101439,0.40251505,0.2910766,0.13619892,-0.07013101,-0.07263679,0.11848463,0.1228017,0.38654444,-0.045473017,-0.19043654,-0.34157893,0.0081006,0.11602663,-0.01303832,0.15174986,0.23512402,0.2851935,0.46278176,-0.1670351,0.11557861,-0.04040174,0.16463424,-0.14612709,0.03456138,-0.3537588,-0.02116218,0.32688114,-0.20815033,-0.40027276,0.3327142,-0.25927615,-0.19994675,0.4530743,-0.22132348,0.0021197617,0.0051388354,0.06444481,0.56111753,-0.01961124,0.38291448,-0.3463665,-0.34181884,-0.1290907,-0.29882115,0.17610037,-0.06627159,-0.3146349,0.25769663,0.024224587,-0.044879347,0.03435047,0.025527963,-0.14817393,-0.36093986,0.4142817,0.14756985,0.31709802,-0.14294001,0.65888685,0.20457512,-0.47488573,-0.007665141,0.24551608,-0.2549363,-0.058513176,-0.23687813,0.08809074,0.32376552,-0.073519915,-0.1881122,-0.043100815,-0.30085152,0.09242441,-0.12858286,0.37224227,0.11386512,0.17905383,0.18279436,0.15589312,-0.31682527,0.2721323,-0.2605578,-0.1789077,-0.007909124,-0.50643957,0.18738188,0.052074682,0.3983985,0.13971236,-0.06632882,-0.118787006,0.31685627,0.045458518,0.18101875,-0.26503405,-0.1517309,0.23376639,-0.03428375,0.11115757,-0.076755054,-0.099898286
DANIELA RUS,0.7790099,0.90565383,0.102154635,-0.3194682,0.56017935,0.23574139,0.17079844,-0.00981167,0.62338394,0.16856454,-0.19837749,-0.101320766,-0.5565735,0.38100153,0.50053346,0.79003453,-0.86611056,0.2834279,-0.75504017,0.7471126,0.47143736,-0.23098145,-0.05764602,-0.3660271,-0.6413843,0.40766183,-0.97612125,0.13094695,0.2808324,0.33416036,-0.40328076,-0.05945422,-0.012099084,-0.19425137,0.8142534,0.06573058,-0.014423951,0.10012974,-0.17196314,0.016108816,-0.48505503,0.30171242,0.113308385,-0.3120355,0.6053327,0.20123379,0.178161,0.4403727,0.09029752,-0.13841003,0.38948703,0.22875929,0.484737,0.44274864,-0.31838465,0.23557323,0.5889992,0.49076167,-0.19299206,0.599448,-0.44842777,-0.117100194,-0.388623,-0.08222355,0.67865545,0.5002175,0.7613474,-0.5577499,-0.33902967,-0.25152868,-0.52147603,-0.0020704088,0.42657664,-0.6185409,0.19057427,0.43727708,0.18303742,-0.10439946,0.17313951,-0.003254792,0.04692738,-0.23389816,0.3338734,-0.006729314,-0.24323626,0.16722909,0.25755304,0.07377018,-0.17081507,0.06417155,-0.3589083,-0.2840818,-0.5678553,-0.063146316,0.2026522,-0.05800594,-0.32115653,-0.062302943,0.42171445,-0.35658556,-0.6426276,0.057899036,0.15374607,0.12338214,0.68708086,-0.13330007,0.013708816,-0.15620129,-0.6082667,-0.3107035,0.08873096,-0.42690694,0.17940184,0.015698884,0.6015346,-0.07411831,-0.07742781,-0.4422435,0.84411997,0.48398334,0.4391195,-0.33814543,0.6365297,0.31189147,0.11802821,0.029287254,-0.04411836,-0.25017303
DANIELE ANCORA,0.31687415,0.3095758,0.484358,-0.4387669,0.3035916,0.06767529,0.24641223,-0.89515513,-0.002630336,-0.17387311,-0.3404526,-0.25660148,0.5912226,-0.43849736,0.5955838,1.0273907,-0.72769,0.049314324,-0.31899378,0.32585737,0.8136615,0.65146816,-0.19376577,-0.39521933,-0.55083305,-0.011298106,-0.5715222,0.0015762363,0.5598313,0.22599423,-0.22268777,-0.061655097,0.28126502,-0.43552577,0.55052024,-0.09334148,0.078874595,0.19707142,-0.5473682,-0.100429915,-0.58778167,-0.035377678,-0.16600986,-0.09784971,0.40537518,0.15388523,-0.8519343,-0.4841346,0.05311411,-0.03019262,0.021184046,0.28762877,-0.032427564,0.31698668,-0.15149866,-0.51907045,0.20365378,0.013131749,-0.38762066,0.7608657,-0.022978192,0.14774647,-0.11892865,0.08105561,0.660697,-0.19042112,0.67509717,-0.14889698,0.028288452,-0.008604098,-0.4814805,0.14967728,-0.062437493,0.22488661,0.19189139,0.13295536,-0.57558125,-0.15196094,0.37004375,0.11321742,-0.65214086,-0.08891105,0.7848546,0.15363896,0.121707134,0.7176158,0.017061494,-0.593859,0.12020754,0.19312038,-0.49754778,0.45834997,-0.5279641,0.38937417,0.30096114,0.55824345,0.17655776,0.0015852895,-0.20231876,0.47858855,-0.49785948,0.90546364,-7.480813e-05,-0.21019603,-0.42403552,0.033455513,-0.2648251,0.0483384,-0.2305634,-0.20506373,-0.15510976,-0.5180496,-0.13929236,0.008942475,0.65669805,0.09826572,0.009864464,0.108255714,0.16587663,0.16328366,-0.21136902,-0.09007103,0.61944085,0.4038312,0.12982799,0.36846107,0.094338246,-0.06654032
DANIELE DE GREGORIO,0.21053104,-0.24074759,0.19614041,0.32591876,0.85950047,0.12678587,-0.11295749,-0.74620926,0.07091488,0.10233912,0.33544245,-0.06476035,-0.35942167,-0.20591386,0.19813143,0.44647586,-0.34387976,0.2754466,-1.1210201,0.38546097,0.5637111,0.40726984,-0.24407803,-0.47800058,0.27067366,0.21969251,-0.32142994,0.1621975,0.4716489,-0.005592724,0.2664031,-0.045435935,0.010765481,-0.31975204,0.4364682,-0.061914243,-0.15739366,-0.44294026,0.118495844,0.3871979,-0.13177094,-0.072816834,0.64745545,0.008232109,1.052478,-0.34789288,0.6034121,-0.84290504,-0.4136664,-0.9946176,0.35497713,-0.14962827,0.49106362,0.48621127,-0.37569556,-0.34503993,0.21714303,-0.16819331,-0.026441768,0.032209862,-0.36721385,-0.027331548,-0.448101,0.19503498,0.4768669,0.08521513,0.28169435,-0.24763882,-0.43955976,-0.044482555,-0.4903467,0.31721365,-0.07080803,-0.28692034,-0.16774078,0.5654725,-0.4541615,0.029401965,-0.2550108,0.54953444,-0.20067796,0.20880933,0.27112493,0.17854911,-0.14640854,0.76699096,-0.10555241,-0.84975463,0.3735916,-0.25037003,-0.4121073,0.040232312,-0.16038866,0.2279805,0.74139994,-0.124956094,0.023341594,-0.19258447,-0.24306305,0.4519319,-0.076715566,0.27473032,-0.4641295,0.1297458,0.076476045,-0.24568246,-0.10159536,0.20503642,0.37801343,-0.06928292,0.11343566,-0.9634054,0.057476487,-0.02226422,0.769911,-0.24191186,0.09807888,-0.7410392,0.46714437,0.30982322,-0.2710344,0.41783103,-0.3248378,0.102671765,0.23838855,0.4314411,-0.43307114,-0.6051017
DANIELE SANVITTO,0.27669972,0.3164789,0.47499874,-0.4984302,0.2933888,0.056775097,0.24984936,-0.94220203,-0.05467112,-0.1888366,-0.4045601,-0.27986637,0.52170837,-0.4822353,0.6002248,1.1415011,-0.80161655,0.077128105,-0.2956661,0.36210755,0.8263227,0.4825814,-0.13904104,-0.4416878,-0.5546964,-0.10165246,-0.5823117,-0.01828213,0.57861644,0.2525466,-0.32467967,-0.06397106,0.37259024,-0.4741633,0.5347388,-0.14257911,0.013324168,0.20214845,-0.44872117,-0.12435507,-0.65854603,0.012136353,-0.16059403,-0.08769763,0.42408857,0.12697351,-0.8236762,-0.56286705,0.06348549,-0.047188386,0.030661132,0.29393667,-0.0672598,0.34992257,-0.16242194,-0.46558702,0.16497777,0.014960649,-0.3599874,0.8186057,0.032685384,0.11351442,-0.12299097,0.0710776,0.6052103,-0.13975914,0.7076403,-0.1904834,0.03324876,0.028125683,-0.46848848,0.1443069,-0.0146961,0.17128304,0.12664714,-0.0031111285,-0.61683095,-0.1566176,0.3834896,0.056190733,-0.6169727,-0.057008106,0.7765915,0.14912441,0.13866247,0.68814677,0.04105809,-0.503162,0.10995196,0.13459107,-0.47685975,0.4849355,-0.5514102,0.37881753,0.24714647,0.564825,0.17998716,-0.01014607,-0.2835792,0.47768298,-0.5216255,0.90674675,-0.007422499,-0.22225294,-0.4598056,0.059814956,-0.28878543,0.116061,-0.18916604,-0.15251063,-0.041686583,-0.4907533,-0.07725223,-0.04180123,0.56478256,-0.05571851,0.056175392,0.13456418,0.24480829,0.088437155,-0.10816959,-0.1360355,0.65037704,0.29974484,0.21723516,0.4072961,0.15139453,-0.10641523
DANIELLA C. BARDALEZ GAGLIUFFI,0.2740235,-0.019341625,-0.30214602,-0.14994675,0.59897816,-0.2288437,0.14815988,-0.48754764,-0.38478237,0.18610874,0.66165626,-0.3851695,0.19654234,-0.5649978,0.033538286,0.5941572,-0.7592043,0.19001403,-0.54620993,0.33662724,0.914171,0.63025963,-0.47360575,-0.19611324,-0.43746614,0.36485836,-0.2660221,0.69524556,-0.1794397,-0.040544227,-0.38747725,0.13541651,-0.0076316907,-0.3316594,0.25349012,0.21280952,-0.25522745,-0.93785083,-0.22779654,-0.036176704,-0.01299401,-0.15201896,-0.17018598,0.2393867,0.5897776,-0.017479893,0.32089767,0.44339094,0.34534058,-0.17172985,0.44245738,-0.55630904,-0.4800551,0.13381055,-0.3187661,-0.6824505,0.12035848,-0.22116551,-0.13081127,0.7923884,-0.12882257,-0.31412554,0.14222164,-0.05387456,0.8350745,-0.22627048,0.5450502,-0.26842183,0.44852087,0.22407827,-0.23991226,-0.23717354,-0.13818163,-0.12848029,0.6262305,-0.40023807,0.37065777,0.4855972,0.20417124,-0.24678054,-0.37058762,0.38353467,-0.068209656,-0.31151634,0.047406252,0.47752854,0.35745206,-0.49123716,-0.14669417,-0.36864623,0.18180284,-0.54110533,-0.103404455,0.29288197,-0.11029005,0.008770569,-0.009703328,-0.0037421125,-0.43152633,0.018819608,0.2869307,0.47462207,0.31223035,0.5493662,0.03534254,-0.3187871,-0.66568434,0.2855875,-0.22077219,-0.26859292,-0.48452842,-0.5358128,0.31841013,0.46667853,0.382161,0.15482877,-0.10258482,-0.10591427,-0.083738334,-0.22707905,0.101373985,-0.23876594,0.21361564,0.2844856,0.44269693,-0.3348153,-0.5271434,0.38968682
DARIA BOSCOLO,0.38869417,0.65239215,0.066776596,-1.0069703,0.051158886,0.43861157,0.27548143,-0.06067124,0.18995723,0.5984976,-0.4582885,-0.42388245,-0.10619691,-0.33129692,0.16967803,0.5589846,-0.52059233,0.2662179,-0.5509507,0.183293,0.31316668,0.17487769,-0.29157385,-0.68234926,-1.0766951,0.03665845,-0.40902466,-0.0023862978,0.12214036,-0.34194446,0.038760915,0.3799631,0.45660973,0.101426505,0.29155254,0.22186528,-0.70188046,-0.5883319,-0.48704746,0.18152104,0.06593179,-0.064422086,0.29174763,0.17826478,0.25878727,0.052754965,0.00027106842,-0.23320997,0.02708179,0.2659265,0.22810909,-0.88479245,-0.40848762,0.50590754,-0.40194336,-0.5210711,0.253305,0.3270957,-0.09890866,0.10401141,-0.14261949,-0.3195124,0.40375456,0.10671693,0.5217484,0.022697838,0.2873467,-0.15928192,-0.016361348,0.01317414,-0.3398677,-0.120376185,-0.09619952,-0.57373893,0.30620548,0.544655,0.03452865,0.30945796,-0.36244488,-0.19866897,-0.32547045,0.08383012,0.40839553,-0.17951052,-0.005646701,0.280815,-0.24856897,-0.3599145,-0.25101954,0.27361494,-0.2583141,0.16984016,-0.26795292,-0.16409904,0.24389865,-0.732963,-0.10585619,-0.46449277,-0.5129831,-0.09970719,-0.12572227,0.5015223,0.043829266,0.18772501,0.37380156,0.22466022,-0.32087108,0.0343645,-0.37697133,-0.30649802,0.49023372,-0.15372169,0.45069498,-0.03620269,0.69908214,-0.0482384,-0.43654737,0.30544472,0.2982255,-0.16760966,0.33073556,0.070299014,-0.5658974,0.11149438,-0.15591402,0.3863292,0.104951195,-0.15204711
DARIO TAGLIAFERRI,0.5993809,0.76651204,-0.090347186,0.104038075,0.0614249,0.0073133763,0.12740527,-0.7645255,0.3325846,-0.6081608,-0.5079461,-0.013514217,-0.26530752,-0.41794056,0.26507917,0.32811147,-0.5081737,-0.1017033,-0.61097884,0.5728633,0.7085809,0.58045226,-0.6597466,-0.56462115,-0.113131985,0.3504056,-0.5363713,-0.03865732,0.22633691,-0.08664544,-0.2104431,-0.33198702,0.42734465,0.4682335,0.27114984,0.2776512,0.18592758,-0.5499263,0.23570675,0.26513413,-0.023818957,0.43306112,0.50947857,0.20365222,-0.2734574,-0.410291,-0.23845185,-0.103841275,0.023040142,0.359984,0.1858695,-0.5824062,0.15917507,0.38405874,-0.141772,-0.6245724,0.49029735,0.19513127,-0.8886831,0.32900122,-0.28345466,-0.14375648,-0.22511008,0.31226537,0.8545248,-0.12475819,0.29956666,-0.46047702,-0.023429202,0.5044909,-0.6968606,0.072375245,-0.05006971,-0.09280273,0.57872546,-0.18297578,-0.92300254,-0.39566645,-0.42491838,-0.67010474,-0.35517493,0.418132,0.40055892,0.20201299,-0.5569466,0.6823335,0.18350011,0.055718236,0.79740256,-0.041919287,0.0716839,-0.27712452,-0.37356213,0.16139773,0.6967346,-0.35333502,-0.17344564,-0.54332995,0.01764958,-0.38126,0.15733196,-0.2889806,0.014445433,-0.1418139,-0.15324327,0.78295267,-0.27449164,0.377433,0.008930816,-0.2387277,-0.2634141,-0.16523488,0.26243526,0.4470307,-0.11810471,0.054829624,-0.17737134,-0.49284592,0.054135624,-0.41154125,0.20637256,-0.5672769,-0.24556449,0.41718942,0.06598322,0.026315058,0.34325957,-0.05053658
DASHAN GAO,0.4625316,0.28445205,0.77686614,0.22622335,0.48072422,0.028726514,-0.2723385,-0.032658283,0.6664669,0.10764312,0.13706374,0.10295267,-0.63458234,-0.17752755,0.1546309,0.6401821,-0.91772604,-0.27837673,-0.41493168,0.018798582,1.3721615,0.03121161,-0.70917064,-0.6693579,-0.8300736,-0.017302176,-0.26510864,0.50807714,0.6746593,0.59130144,0.44275594,0.4320832,0.112562925,-0.10734168,1.0621886,0.50418323,-0.031079834,0.08817777,-0.14177196,0.857229,-0.12666531,0.18185458,-0.21567015,0.39826146,0.3035677,0.3356415,0.39866868,0.39638317,0.38468954,-0.2774056,0.34692428,-0.23389244,-0.5145885,0.8838063,-0.64943075,-0.24884902,0.37564597,-0.16748917,-0.36169484,0.471554,-0.3649711,0.21319935,0.40148512,-0.20336555,0.4873834,-0.34602824,0.3977693,0.08624845,-0.04877271,-0.5301906,0.18620539,0.5204385,0.6539022,0.079241976,-0.059309684,-0.17567314,-0.21297626,0.58963907,0.5965288,-0.10231992,0.05096284,-0.039296832,-0.40001106,0.42961586,0.41770703,0.47302985,-0.30000407,-0.8586774,0.43096155,0.24870446,0.2762509,-0.19281955,-0.5585909,0.1799491,0.02909412,-0.15488349,-0.13406383,0.4523631,-0.771772,0.27535364,0.06818883,0.29891884,0.106627874,0.63286436,-0.2876577,0.11841017,-0.37651858,0.14681752,-0.63770545,0.27454376,-0.05102594,0.08195767,0.055128016,-0.37222254,0.6869106,-0.25725234,0.38098752,0.31615222,0.48175338,0.06306039,0.22715752,-0.9602989,0.037408777,0.26155478,-0.43040943,-0.11085226,-0.14467062,0.025099657
DASHUN WANG,1.00983,-0.092046686,0.3469246,-0.47562304,1.072787,0.33455452,0.40335947,-0.44350353,0.1528172,0.30332634,-0.63911426,0.21485758,-0.8222458,-0.18233891,-0.07383328,0.4431324,-0.20450954,-0.45571458,-0.62159157,-0.08297661,0.6352829,0.8301456,-0.95449984,0.12251006,-0.55360466,-0.4124398,0.28839806,0.5176551,0.3696957,0.19136211,-0.51977485,-0.46880683,0.0318154,-0.18882312,0.06372931,0.40616935,-0.8976745,-0.43730092,0.002840569,-0.18170357,0.13314885,0.2280201,-0.17936108,-0.022790043,0.0913623,-0.11135004,-0.09683051,0.33588758,-0.0820737,0.40198305,-0.798255,-0.35765347,-0.4536766,1.0535173,-0.5613585,-0.41392165,0.3935123,-0.51416117,0.13408023,0.24286652,-0.38579193,-0.01035662,-0.14245561,-0.14436764,0.75739294,0.09201696,0.5194831,-0.45125166,-0.17364116,-0.00040169235,0.11471385,0.52663845,-0.061423603,-0.41160062,-0.33352152,0.2219369,-0.28824082,0.5258038,-0.5047519,0.33042705,-0.14348587,0.5993574,0.20260297,0.5203584,-0.16675939,0.3593743,-0.37821904,-0.3174037,-0.10785207,-0.23449986,0.2739614,0.27366742,-0.43211854,0.28485858,0.9306662,-0.21367142,-0.5947455,0.076664746,-0.23521101,0.102736294,-0.5339723,0.17945726,-0.43186834,0.8569876,0.72021264,-0.10838986,-0.061121617,0.46360618,-0.8464153,0.5138163,0.07222955,-0.1547243,-0.24444923,0.3615756,0.84203213,-0.09143499,-0.71815264,-0.45147973,0.23267789,0.15418567,0.030560121,0.081763566,0.237653,0.4744768,-0.25175774,0.831508,-0.027760953,-0.08815687
